device_id,device_name,time,Discharge Fan Status_status,Discharge Fan Status_value,Discharge Air Temp_status,Discharge Air Temp_value,Discharge Damper Percent Cmd_status,Discharge Damper Percent Cmd_value,Discharge Fan Cmd_status,Discharge Fan Cmd_value,Discharge Air Flow_status,Discharge Air Flow_value,Discharge Air Flow Setpt_status,Discharge Air Flow Setpt_value,Discharge Damper Percent_status,Discharge Damper Percent_value,Eff Occupancy_status,Eff Occupancy_value,Zone CO2_status,Zone CO2_value,Zone CO2 Setpt_status,Zone CO2 Setpt_value,Zone Temp Setpt_status,Zone Temp Setpt_value,Occ Cooling Temp Setpt_status,Occ Cooling Temp Setpt_value,Occ Heating Temp Setpt_status,Occ Heating Temp Setpt_value,Zone Temp_status,Zone Temp_value
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:32:38,,,ok,75.28999862670892,,,,,ok,1118.5799560546875,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:33:08,,,ok,76.73000068664544,,,,,ok,1124.5299072265625,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:33:38,,,ok,77.63000068664545,,,,,,,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:34:08,,,ok,79.55600013732904,,,,,ok,1130.62646484375,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:35:08,,,ok,82.48999862670892,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:35:38,,,ok,85.22599945068353,,,,,,,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:36:08,,,ok,87.11600151062005,,,,,ok,1122.3609619140625,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:36:38,,,ok,89.04200096130364,,,,,ok,1137.883544921875,,,ok,54.099998474121094,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:37:38,,,ok,91.0039978027343,,,,,ok,1126.302978515625,,,ok,53.20000076293945,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:39:08,,,ok,93.72200164794916,,,,,ok,1114.42431640625,,,,,,,ok,431.0,,,,,,,,,ok,70.16000137329095
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:40:08,,,ok,94.63999862670892,,,,,ok,1105.6669921875,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:41:38,,,,,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:42:08,,,,,,,,,ok,1120.548583984375,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:42:38,,,,,,,,,ok,1111.16845703125,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:43:08,,,ok,95.21599807739251,,,,,ok,1122.0626220703125,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:43:38,,,,,,,,,ok,1116.5992431640625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:44:08,,,,,,,,,,,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:44:38,,,,,,,,,ok,1106.0281982421875,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:45:08,,,,,,,,,ok,1112.6304931640625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:45:38,,,,,,,,,ok,1129.0985107421875,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:46:38,,,,,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:47:08,,,,,,,,,ok,1119.859619140625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:48:08,,,,,,,,,,,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:49:08,,,,,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:50:38,,,,,,,,,,,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:51:38,,,,,,,,,ok,1111.303466796875,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:53:38,,,,,,,,,ok,1121.628662109375,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:54:08,,,,,,,,,ok,1114.5457763671875,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:55:08,,,,,,,,,ok,1120.65478515625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:55:38,,,,,,,,,,,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:56:38,,,,,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:57:08,,,,,,,,,,,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:57:38,,,,,,,,,ok,1112.0286865234375,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:58:08,,,ok,95.72000274658197,,,,,ok,1119.152587890625,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:58:38,,,,,,,,,ok,1129.64501953125,,,ok,53.900001525878906,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:59:08,,,,,,,,,ok,1120.791259765625,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 02:00:38,,,,,,,,,ok,1131.319580078125,,,,,,,,,,,,,,,,,,
